#rp039090.L02         Number of runs:    300
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 1.40000E+00 3.15966E-01 2.40374E-01 3.91559E-01
 1.60000E+00 3.33739E-01 2.51795E-01 4.15682E-01
 1.80000E+00 3.37160E-01 2.50061E-01 4.24258E-01
 2.00000E+00 2.99729E-01 2.11347E-01 3.88112E-01
 2.20000E+00 3.18959E-01 2.19891E-01 4.18027E-01
 2.40000E+00 3.41321E-01 2.31026E-01 4.51617E-01
 2.60000E+00 3.56573E-01 2.40191E-01 4.72955E-01
 2.80000E+00 3.45623E-01 2.33312E-01 4.57935E-01
 3.00000E+00 3.36206E-01 2.27220E-01 4.45193E-01
 3.20000E+00 3.35956E-01 2.25033E-01 4.46879E-01
 3.40000E+00 3.04763E-01 1.97501E-01 4.12025E-01
 3.60000E+00 2.93244E-01 1.92079E-01 3.94409E-01
 3.80000E+00 2.64009E-01 1.70736E-01 3.57281E-01
 4.00000E+00 2.72723E-01 1.46352E-01 3.99095E-01
 4.20000E+00 2.45011E-01 1.17377E-01 3.72645E-01
 4.40000E+00 2.26506E-01 1.02297E-01 3.50716E-01
 4.60000E+00 2.12213E-01 8.42389E-02 3.40188E-01
 4.80000E+00 2.00300E-01 6.82007E-02 3.32399E-01
 5.00000E+00 1.96165E-01 5.56860E-02 3.36645E-01
 5.20000E+00 1.87407E-01 3.81891E-02 3.36624E-01
 5.40000E+00 1.84354E-01 2.93011E-02 3.39407E-01
 5.60000E+00 1.85106E-01 1.66160E-02 3.53597E-01
 5.80000E+00 1.80991E-01 0.00000E+00 3.61982E-01
 6.00000E+00 1.84133E-01 0.00000E+00 3.68267E-01
 6.20000E+00 1.87110E-01 0.00000E+00 3.74220E-01
 6.40000E+00 1.83948E-01 0.00000E+00 3.67895E-01
 6.60000E+00 1.87777E-01 0.00000E+00 3.75554E-01
 6.80000E+00 1.92195E-01 0.00000E+00 3.84390E-01
 7.00000E+00 1.92452E-01 0.00000E+00 3.84905E-01
 7.20000E+00 1.94605E-01 0.00000E+00 3.89209E-01
 7.40000E+00 1.97994E-01 0.00000E+00 3.95988E-01
 7.60000E+00 2.00969E-01 0.00000E+00 4.01939E-01
 7.80000E+00 2.01213E-01 0.00000E+00 4.02427E-01
 8.00000E+00 2.06428E-01 0.00000E+00 4.12856E-01
 8.50000E+00 2.17446E-01 0.00000E+00 4.34891E-01
 9.00000E+00 2.30692E-01 0.00000E+00 4.61383E-01
 9.50000E+00 2.44075E-01 5.69649E-03 4.82454E-01
 1.00000E+01 2.62960E-01 3.51344E-02 4.90787E-01
 1.05000E+01 2.80429E-01 5.63206E-02 5.04538E-01
 1.10000E+01 3.00633E-01 7.07806E-02 5.30485E-01
 1.15000E+01 3.17078E-01 8.26239E-02 5.51531E-01
 1.20000E+01 3.30906E-01 9.27352E-02 5.69077E-01
 1.25000E+01 3.44644E-01 1.01566E-01 5.87721E-01
 1.30000E+01 3.51754E-01 1.10525E-01 5.92983E-01
 1.35000E+01 3.60210E-01 1.17809E-01 6.02610E-01
 1.40000E+01 3.67481E-01 1.23104E-01 6.11859E-01
 1.45000E+01 3.69220E-01 1.23985E-01 6.14455E-01
 1.50000E+01 3.68771E-01 1.21699E-01 6.15842E-01
 1.60000E+01 3.65064E-01 9.81735E-02 6.31955E-01
 1.70000E+01 3.58868E-01 5.81290E-02 6.59607E-01
 1.80000E+01 3.36855E-01 0.00000E+00 6.73709E-01
 1.90000E+01 3.15903E-01 0.00000E+00 6.31806E-01
 2.00000E+01 2.84398E-01 0.00000E+00 5.68795E-01
 2.10000E+01 2.58032E-01 0.00000E+00 5.16063E-01
 2.20000E+01 2.30560E-01 0.00000E+00 4.61120E-01
 2.30000E+01 2.04870E-01 0.00000E+00 4.09740E-01
 2.40000E+01 1.86595E-01 0.00000E+00 3.73190E-01
 2.50000E+01 1.68795E-01 0.00000E+00 3.37589E-01
 2.60000E+01 1.56184E-01 0.00000E+00 3.12368E-01
 2.70000E+01 1.46209E-01 0.00000E+00 2.92419E-01
 2.80000E+01 1.37523E-01 0.00000E+00 2.75045E-01
 2.90000E+01 1.29193E-01 2.83718E-04 2.58103E-01
 3.00000E+01 1.23461E-01 3.57882E-03 2.43343E-01
 3.20000E+01 1.13854E-01 3.30033E-03 2.24408E-01
 3.40000E+01 1.06831E-01 3.09675E-03 2.10565E-01
 3.60000E+01 1.01578E-01 2.94447E-03 2.00212E-01
 3.80000E+01 9.56922E-02 2.77387E-03 1.88611E-01
 4.00000E+01 9.16188E-02 2.65578E-03 1.80582E-01
 4.20000E+01 8.70998E-02 2.52479E-03 1.71675E-01
 4.40000E+01 8.39684E-02 2.43403E-03 1.65503E-01
 4.60000E+01 8.10598E-02 2.34972E-03 1.59770E-01
 4.80000E+01 7.86497E-02 2.27986E-03 1.55020E-01
 5.00000E+01 7.53425E-02 2.18398E-03 1.48501E-01
 5.20000E+01 7.28645E-02 2.11216E-03 1.43617E-01
 5.40000E+01 7.08814E-02 2.05468E-03 1.39708E-01
 5.60000E+01 6.91836E-02 2.00545E-03 1.36362E-01
 5.80000E+01 6.65725E-02 1.92975E-03 1.31215E-01
 6.00000E+01 6.44927E-02 1.86948E-03 1.27116E-01
 6.50000E+01 5.93105E-02 1.71926E-03 1.16902E-01
 7.00000E+01 5.59934E-02 1.62311E-03 1.10364E-01
 7.50000E+01 5.13428E-02 1.48829E-03 1.01197E-01
 8.00000E+01 4.61143E-02 1.33673E-03 9.08918E-02
 9.00000E+01 4.14282E-02 1.20090E-03 8.16554E-02
 1.00000E+02 3.32464E-02 9.63725E-04 6.55290E-02
 1.10000E+02 2.56367E-02 7.43141E-04 5.05302E-02
 1.20000E+02 2.15514E-02 6.24720E-04 4.24781E-02
 1.30000E+02 1.94744E-02 5.64514E-04 3.83843E-02
 1.40000E+02 1.74355E-02 5.05412E-04 3.43657E-02
 1.50000E+02 1.48271E-02 4.29801E-04 2.92244E-02
 1.60000E+02 1.25345E-02 3.63342E-04 2.47056E-02
 1.80000E+02 8.30152E-03 2.40640E-04 1.63624E-02
 2.00000E+02 5.19779E-03 1.50670E-04 1.02449E-02
