#rp039091.L01         Number of runs:    180
#
#
#
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 5.20000E+01 7.18710E+00 4.82855E+00 9.54565E+00
 5.40000E+01 6.73569E+00 4.52527E+00 8.94610E+00
 5.60000E+01 6.12010E+00 4.11170E+00 8.12851E+00
 5.80000E+01 5.82448E+00 3.91309E+00 7.73587E+00
 6.00000E+01 5.43352E+00 3.65043E+00 7.21661E+00
 6.50000E+01 4.42545E+00 2.97317E+00 5.87772E+00
 7.00000E+01 3.94928E+00 2.65326E+00 5.24529E+00
 7.50000E+01 3.29998E+00 2.21705E+00 4.38292E+00
 8.00000E+01 2.88704E+00 1.93961E+00 3.83446E+00
 9.00000E+01 2.20980E+00 1.48462E+00 2.93498E+00
 1.00000E+02 1.70846E+00 1.14780E+00 2.26912E+00
 1.10000E+02 1.42677E+00 9.58554E-01 1.89498E+00
 1.20000E+02 1.15890E+00 7.78589E-01 1.53921E+00
 1.30000E+02 1.00567E+00 6.75646E-01 1.33570E+00
 1.40000E+02 8.38226E-01 5.63150E-01 1.11330E+00
 1.50000E+02 7.28807E-01 4.89639E-01 9.67976E-01
 1.60000E+02 6.53223E-01 4.38858E-01 8.67587E-01
 1.80000E+02 4.95004E-01 3.32561E-01 6.57447E-01
 2.00000E+02 4.09355E-01 2.75019E-01 5.43691E-01
